CleanRainfall,CumDaily,CumHourly,CumYearly,DateData,DateTime,District,HeavyThresholdLevel,Latitude,LightThresholdLevel,Longitude,MainBasin,ModerateThresholdLevel,NewRainfallId,NewStationId,OldRainfallId,OldStationId,RainfallStationName,RainfallStatus,RawRainfall,RtuId,SeverityLevel,State,StationCode,StationId,SubBasin,TimeData,UpdatedBy,UpdatedDate,VeryHeavyThresholdLevel
0.0,           6.5,     0.5,      863.5, 23/2/2023,23/2/2023-8:45:00 PM,Sepang,   60,   2.691652,    10,           101.682785,Sungai Sepang,     30,                 ,            BSPG0016,   2616137,      2616137,        ,                 ON,            6.5,         ,  No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,20:45:00,ETL_Email,23/2/2023-9:00:23 PM,90
0.0,6.5,0.5,863.5,23/2/2023,23/2/2023-8:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,6.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,20:30:00,ETL_Email,23/2/2023-8:50:30 PM,90
0.0,6.5,0.5,863.5,23/2/2023,23/2/2023-8:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,6.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,20:15:00,ETL_Email,23/2/2023-8:35:27 PM,90
0.5,6.5,0.5,863.5,23/2/2023,23/2/2023-8:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,6.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,20:00:00,ETL_Email,23/2/2023-8:20:31 PM,90
0.0,6.0,0.5,863.0,23/2/2023,23/2/2023-7:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,6.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,19:45:00,ETL_Email,23/2/2023-8:05:27 PM,90
0.0,6.0,0.5,863.0,23/2/2023,23/2/2023-7:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,6.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,19:30:00,ETL_Email,23/2/2023-7:50:25 PM,90
0.0,6.0,0.5,863.0,23/2/2023,23/2/2023-7:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,6.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,19:15:00,ETL_Email,23/2/2023-7:35:25 PM,90
0.5,6.0,1.0,863.0,23/2/2023,23/2/2023-7:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,6.0,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,19:00:00,ETL_Email,23/2/2023-7:20:23 PM,90
0.0,5.5,0.5,862.5,23/2/2023,23/2/2023-6:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,5.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,18:45:00,ETL_Email,23/2/2023-7:05:25 PM,90
0.0,5.5,0.5,862.5,23/2/2023,23/2/2023-6:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,5.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,18:30:00,ETL_Email,23/2/2023-6:50:23 PM,90
0.5,5.5,0.5,862.5,23/2/2023,23/2/2023-6:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,5.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,18:15:00,ETL_Email,23/2/2023-6:35:21 PM,90
0.5,5.0,0.5,862.0,23/2/2023,23/2/2023-6:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,5.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,18:00:00,ETL_Email,23/2/2023-6:20:23 PM,90
0.0,4.5,0.0,861.5,23/2/2023,23/2/2023-5:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,4.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,17:45:00,ETL_Email,23/2/2023-6:05:25 PM,90
0.0,4.5,0.0,861.5,23/2/2023,23/2/2023-5:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,4.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,17:30:00,ETL_Email,23/2/2023-5:50:21 PM,90
0.0,4.5,0.0,861.5,23/2/2023,23/2/2023-5:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,4.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,17:15:00,ETL_Email,23/2/2023-5:35:21 PM,90
0.5,4.5,0.5,861.5,23/2/2023,23/2/2023-5:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,4.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,17:00:00,ETL_Email,23/2/2023-5:20:20 PM,90
0.0,4.0,0.0,861.0,23/2/2023,23/2/2023-4:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,4.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,16:45:00,ETL_Email,23/2/2023-5:05:22 PM,90
0.0,4.0,0.0,861.0,23/2/2023,23/2/2023-4:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,4.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,16:30:00,ETL_Email,23/2/2023-5:05:22 PM,90
0.0,4.0,0.0,861.0,23/2/2023,23/2/2023-4:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,4.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,16:15:00,ETL_Email,23/2/2023-5:05:22 PM,90
0.5,4.0,0.5,861.0,23/2/2023,23/2/2023-4:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,4.0,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,16:00:00,ETL_Email,23/2/2023-4:25:42 PM,90
0.0,3.5,0.0,860.5,23/2/2023,23/2/2023-3:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,3.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,15:45:00,ETL_Email,23/2/2023-4:05:27 PM,90
0.0,3.5,0.0,860.5,23/2/2023,23/2/2023-3:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,3.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,15:30:00,ETL_Email,23/2/2023-3:50:25 PM,90
0.5,3.5,0.5,860.5,23/2/2023,23/2/2023-3:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,3.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,15:15:00,ETL_Email,23/2/2023-3:35:24 PM,90
0.5,3.0,0.5,860.0,23/2/2023,23/2/2023-3:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,3.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,15:00:00,ETL_Email,23/2/2023-3:20:20 PM,90
0.0,2.5,0.0,859.5,23/2/2023,23/2/2023-2:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,2.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,14:45:00,ETL_Email,23/2/2023-3:05:23 PM,90
0.0,2.5,0.0,859.5,23/2/2023,23/2/2023-2:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,2.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,14:30:00,ETL_Email,23/2/2023-2:50:22 PM,90
0.0,2.5,0.0,859.5,23/2/2023,23/2/2023-2:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,2.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,14:15:00,ETL_Email,23/2/2023-2:35:28 PM,90
0.5,2.5,0.5,859.5,23/2/2023,23/2/2023-2:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,2.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,14:00:00,ETL_Email,23/2/2023-2:20:19 PM,90
0.5,2.0,0.5,859.0,23/2/2023,23/2/2023-1:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,2.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,13:45:00,ETL_Email,23/2/2023-2:05:23 PM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-1:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,13:30:00,ETL_Email,23/2/2023-1:45:22 PM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-1:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,13:15:00,ETL_Email,23/2/2023-1:35:17 PM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-1:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,13:00:00,ETL_Email,23/2/2023-1:20:18 PM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-12:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,12:45:00,ETL_Email,23/2/2023-1:06:02 PM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-12:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,12:30:00,ETL_Email,23/2/2023-1:06:02 PM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-12:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,12:00:00,ETL_Email,23/2/2023-12:11:08 PM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-11:45:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,11:45:00,ETL_Email,23/2/2023-12:11:08 PM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-11:30:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,11:30:00,ETL_Email,23/2/2023-12:11:08 PM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-8:45:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,08:45:00,ETL_Email,23/2/2023-9:00:17 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-8:30:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,08:30:00,ETL_Email,23/2/2023-8:50:21 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-8:15:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,08:15:00,ETL_Email,23/2/2023-8:35:24 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-8:00:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,08:00:00,ETL_Email,23/2/2023-8:20:20 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-7:45:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,07:45:00,ETL_Email,23/2/2023-8:05:18 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-7:30:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,07:30:00,ETL_Email,23/2/2023-7:50:20 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-7:15:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,07:15:00,ETL_Email,23/2/2023-7:35:20 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-7:00:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,07:00:00,ETL_Email,23/2/2023-7:25:28 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-6:45:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,06:45:00,ETL_Email,23/2/2023-7:17:15 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-6:30:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,06:30:00,ETL_Email,23/2/2023-7:17:15 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-4:15:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,04:15:00,ETL_Email,23/2/2023-4:20:22 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-4:00:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,04:00:00,ETL_Email,23/2/2023-4:15:21 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-3:45:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,03:45:00,ETL_Email,23/2/2023-4:05:22 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-3:30:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,03:30:00,ETL_Email,23/2/2023-3:50:30 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-3:15:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,03:15:00,ETL_Email,23/2/2023-3:35:23 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-3:00:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,03:00:00,ETL_Email,23/2/2023-3:20:23 AM,90
0.0,1.5,0.0,858.5,23/2/2023,23/2/2023-2:45:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,02:45:00,ETL_Email,23/2/2023-3:05:25 AM,90
0.0,1.5,0.5,858.5,23/2/2023,23/2/2023-2:30:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,02:30:00,ETL_Email,23/2/2023-2:45:23 AM,90
0.0,1.5,0.5,858.5,23/2/2023,23/2/2023-2:15:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,02:15:00,ETL_Email,23/2/2023-2:35:27 AM,90
0.5,1.5,0.5,858.5,23/2/2023,23/2/2023-2:00:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,02:00:00,ETL_Email,23/2/2023-2:15:25 AM,90
0.0,1.0,0.0,858.0,23/2/2023,23/2/2023-1:45:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.0,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,01:45:00,ETL_Email,23/2/2023-2:05:25 AM,90
0.0,1.0,0.0,858.0,23/2/2023,23/2/2023-1:30:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.0,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,01:30:00,ETL_Email,23/2/2023-1:50:27 AM,90
0.5,1.0,0.5,858.0,23/2/2023,23/2/2023-1:15:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,1.0,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,01:15:00,ETL_Email,23/2/2023-1:30:27 AM,90
0.5,0.5,0.5,857.5,23/2/2023,23/2/2023-1:00:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,0.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,01:00:00,ETL_Email,23/2/2023-1:20:24 AM,90
0.0,0.0,0.0,857.0,23/2/2023,23/2/2023-12:45:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,0.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,00:45:00,ETL_Email,23/2/2023-1:00:29 AM,90
0.0,0.0,0.0,857.0,23/2/2023,23/2/2023-12:30:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,0.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,00:30:00,ETL_Email,23/2/2023-12:50:26 AM,90
0.0,0.0,0.0,857.0,23/2/2023,23/2/2023-12:15:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,0.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,00:15:00,ETL_Email,23/2/2023-12:35:26 AM,90
0.5,0.0,0.5,857.0,23/2/2023,23/2/2023-12:00:00 AM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,9.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,00:00:00,ETL_Email,23/2/2023-12:15:25 AM,90
0.0,9.0,0.0,856.5,22/2/2023,22/2/2023-11:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,9.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,23:45:00,ETL_Email,23/2/2023-12:05:24 AM,90
0.0,9.0,0.0,856.5,22/2/2023,22/2/2023-11:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,9.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,23:30:00,ETL_Email,22/2/2023-11:35:26 PM,90
0.0,9.0,0.0,856.5,22/2/2023,22/2/2023-11:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,9.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,23:15:00,ETL_Email,22/2/2023-11:35:26 PM,90
0.5,9.0,0.5,856.5,22/2/2023,22/2/2023-11:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,9.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,23:00:00,ETL_Email,22/2/2023-11:20:23 PM,90
0.0,8.5,0.0,856.0,22/2/2023,22/2/2023-10:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,8.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,22:45:00,ETL_Email,22/2/2023-11:00:25 PM,90
0.0,8.5,0.0,856.0,22/2/2023,22/2/2023-10:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,8.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,22:30:00,ETL_Email,22/2/2023-10:50:23 PM,90
0.0,8.5,0.0,856.0,22/2/2023,22/2/2023-10:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,8.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,22:15:00,ETL_Email,22/2/2023-10:30:25 PM,90
0.5,8.5,0.5,856.0,22/2/2023,22/2/2023-10:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,8.5,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,22:00:00,ETL_Email,22/2/2023-10:20:34 PM,90
0.0,8.0,0.0,855.5,22/2/2023,22/2/2023-9:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,8.0,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,21:45:00,ETL_Email,22/2/2023-10:00:25 PM,90
0.0,8.0,0.0,855.5,22/2/2023,22/2/2023-9:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,8.0,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,21:30:00,ETL_Email,22/2/2023-9:50:30 PM,90
0.5,8.0,0.5,855.5,22/2/2023,22/2/2023-9:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,8.0,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,21:15:00,ETL_Email,22/2/2023-9:35:27 PM,90
0.5,7.5,0.5,855.0,22/2/2023,22/2/2023-9:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,7.5,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,21:00:00,ETL_Email,22/2/2023-9:15:26 PM,90
0.0,7.0,0.0,854.5,22/2/2023,22/2/2023-8:45:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,7.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,20:45:00,ETL_Email,22/2/2023-9:05:28 PM,90
0.0,7.0,0.0,854.5,22/2/2023,22/2/2023-8:30:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,7.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,20:30:00,ETL_Email,22/2/2023-8:50:23 PM,90
0.0,7.0,0.0,854.5,22/2/2023,22/2/2023-8:15:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,7.0,,No Rainfall ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,20:15:00,ETL_Email,22/2/2023-8:30:33 PM,90
0.5,7.0,0.5,854.5,22/2/2023,22/2/2023-8:00:00 PM,Sepang,60,2.691652,10,101.682785,Sungai Sepang,30,,BSPG0016,2616137,2616137,,ON,7.0,,Light  ,Selangor  ,AGROTEK ,AGROTEKSEPANG,Sg. Sepang,20:00:00,ETL_Email,22/2/2023-8:20:28 PM,90
